"divipola","departamento","municipio","vigencia","femenino","masculino","no binario","género no responde","primera infancia 0 a 5 años","infancia 6 a 11 años","adolescencia 12 a 17 años","juventud 18 a 29 años","adultez 29 a 59 años","personas mayores 60 o más años","negros, afrocolombianos, raizales y palenqueros","indígenas","rrom","urbano","rural","LGBTIQ+","personas con discapacidad","personas defensoras de derechos humanos y liderazgo social","personas campesinas","persona en proceso de reincorporacion","víctimas","total personas de atendidas","Centroide del municipio"
"68276","Santander","Floridablanca","2,023","36","34","0","0","0","6","12","32","19","1","1","0","0","0","0","0","50","0","0","0","0","70","POINT (-73.098991 7.072385)"
"50711","Meta","Vistahermosa","2,026","90","90","0","0","25","99","56","0","0","0","0","0","0","0","0","0","0","0","180","0","0","180","POINT (-73.750911 3.125577)"
"17495","Caldas","Norcasia","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-74.889546 5.574796)"
"85315","Casanare","Sácama","2,024","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-72.250157 6.096738)"
"15879","Boyacá","Viracachá","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.296894 5.436833)"
"25653","Cundinamarca","San Cayetano","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.024754 5.332938)"
"08758","Atlántico","Soledad","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.785829 10.909999)"
"25307","Cundinamarca","Girardot","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.797949 4.313103)"
"23466","Córdoba","Montelíbano","2,025","569","719","0","0","1","398","859","30","0","0","37","210","0","0","0","0","3","0","396","0","0","1,288","POINT (-75.416818 7.973777)"
"86760","Putumayo","Santiago","2,025","407","413","0","0","33","509","258","13","7","0","5","586","0","0","0","0","15","0","487","0","0","820","POINT (-77.002641 1.147076)"
"54250","Norte de Santander","El Tarra","2,025","922","915","0","0","107","1,017","675","21","17","0","0","1","0","0","0","0","2","0","1,814","0","0","1,837","POINT (-73.09614 8.574281)"
"05318","Antioquia","Guarne","2,025","168","200","0","0","6","306","54","2","0","0","0","0","0","0","0","0","0","0","135","0","0","368","POINT (-75.441612 6.27787)"
"20710","Cesar","San Alberto","2,024","252","214","0","0","4","196","264","0","2","0","2","0","0","0","0","0","2","0","0","0","0","466","POINT (-73.39389 7.761109)"
"85225","Casanare","Nunchía","2,024","120","126","0","0","6","139","93","8","0","0","2","2","0","0","0","0","5","0","0","0","0","246","POINT (-72.195319 5.636469)"
"85001","Casanare","Yopal","2,024","801","768","0","2","0","941","582","36","11","1","0","0","0","0","0","0","3","0","0","0","0","1,571","POINT (-72.394588 5.332863)"
"68298","Santander","Gámbita","2,024","131","122","0","0","1","170","68","5","8","1","0","1","0","0","0","0","3","0","0","0","0","253","POINT (-73.344184 5.945981)"
"05847","Antioquia","Urrao","2,024","93","81","0","0","0","141","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","174","POINT (-76.133951 6.317343)"
"68217","Santander","Coromoro","2,023","4","2","0","0","0","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0","0","6","POINT (-73.040816 6.294999)"
"15218","Boyacá","Covarachía","2,023","5","2","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","7","POINT (-72.738978 6.500177)"
"08634","Atlántico","Sabanagrande","2,023","5","3","0","0","0","0","5","1","1","1","0","0","0","0","0","0","0","0","0","0","0","8","POINT (-74.75847 10.791063)"
"52256","Nariño","El Rosario","2,023","9","2","0","0","0","1","7","0","3","0","0","0","0","0","0","0","0","0","0","0","0","11","POINT (-77.334566 1.742476)"
"52287","Nariño","Funes","2,023","3","0","0","0","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","3","POINT (-77.448913 1.001159)"
"15442","Boyacá","Maripí","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.00405 5.550091)"
"15837","Boyacá","Tuta","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.225178 5.690906)"
"52540","Nariño","Policarpa","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-77.459265 1.628139)"
"68176","Santander","Chima","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.373656 6.344348)"
"73555","Tolima","Planadas","2,025","403","326","0","0","16","324","359","24","4","2","0","183","0","0","0","0","2","0","339","0","0","729","POINT (-75.644163 3.197911)"
"68368","Santander","Jesús María","2,025","99","130","0","0","16","108","103","2","0","0","0","0","0","0","0","0","5","0","139","0","0","229","POINT (-73.783396 5.876497)"
"17495","Caldas","Norcasia","2,025","269","291","0","0","16","258","277","8","1","0","0","0","0","0","0","0","0","0","52","0","0","560","POINT (-74.889546 5.574796)"
"41807","Huila","Timaná","2,024","93","64","0","0","0","0","129","24","4","0","0","0","0","0","0","0","0","0","0","0","0","157","POINT (-75.932167 1.974539)"
"52203","Nariño","Colón","2,024","12","10","0","0","0","0","0","3","11","8","19","0","0","0","0","0","0","0","0","0","0","22","POINT (-77.019777 1.643878)"
"27006","Chocó","Acandí","2,024","128","95","0","0","0","55","154","7","5","2","210","3","0","0","0","0","0","0","0","0","0","223","POINT (-77.279951 8.512178)"
"73443","Tolima","San Sebastián de Mariquita","2,024","200","198","0","0","0","51","324","18","5","0","0","2","0","0","0","0","0","0","0","0","0","398","POINT (-74.889276 5.199708)"
"68755","Santander","Socorro","2,023","3","4","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","7","POINT (-73.261198 6.46387)"
"68500","Santander","Oiba","2,023","9","0","0","0","0","0","0","7","2","0","1","0","0","0","0","0","0","0","0","0","0","9","POINT (-73.299786 6.265175)"
"17873","Caldas","Villamaría","2,023","2","6","1","0","0","0","0","7","4","0","0","1","0","0","0","1","0","0","0","0","0","11","POINT (-75.513761 5.043614)"
"05360","Antioquia","Itagüí","2,023","6","5","2","0","0","0","0","7","6","0","0","0","0","0","0","0","0","0","0","0","0","13","POINT (-75.614359 6.169598)"
"19845","Cauca","Villa Rica","2,023","225","224","1","0","359","74","4","10","1","2","59","2","0","0","0","0","1","0","0","0","0","450","POINT (-76.458025 3.17762)"
"54800","Norte de Santander","Teorama","2,026","14","1","0","0","0","0","0","1","11","3","0","0","0","0","0","0","0","0","0","0","0","15","POINT (-73.287409 8.436377)"
"68500","Santander","Oiba","2,025","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-73.299786 6.265175)"
"68522","Santander","Palmar","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.29109 6.537789)"
"05890","Antioquia","Yolombó","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.013385 6.594511)"
"52683","Nariño","Sandoná","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-77.469571 1.286137)"
"52480","Nariño","Nariño","2,025","1","5","0","5","0","2","1","5","2","1","0","5","0","0","0","0","0","0","0","0","0","11","POINT (-77.357972 1.288979)"
"19100","Cauca","Bolívar","2,025","205","208","0","0","50","258","94","5","6","0","292","0","0","0","0","0","8","0","119","0","0","413","POINT (-76.966215 1.837538)"
"63548","Quindío","Pijao","2,025","119","101","0","0","33","158","25","2","2","0","2","0","0","0","0","0","8","0","5","0","0","220","POINT (-75.703329 4.335036)"
"47745","Magdalena","Sitionuevo","2,025","371","415","0","0","2","281","486","10","6","1","2","0","0","0","0","0","0","0","102","0","0","786","POINT (-74.720021 10.775285)"
"25785","Cundinamarca","Tabio","2,025","12","11","0","0","0","0","0","8","14","1","0","0","0","0","0","0","0","0","0","0","0","23","POINT (-74.096461 4.916832)"
"25183","Cundinamarca","Chocontá","2,025","197","231","0","0","11","401","14","0","2","0","0","0","0","0","0","0","0","0","0","0","0","428","POINT (-73.683533 5.145224)"
"25530","Cundinamarca","Paratebueno","2,025","96","102","0","0","1","114","80","1","2","0","0","0","0","0","0","0","1","0","101","0","0","198","POINT (-73.212825 4.374832)"
"08634","Atlántico","Sabanagrande","2,025","99","23","0","0","0","21","98","0","3","0","0","0","0","0","0","0","0","0","0","0","0","122","POINT (-74.75847 10.791063)"
"68276","Santander","Floridablanca","2,024","254","337","0","6","7","232","292","41","24","1","3","0","0","0","0","3","13","0","0","0","0","597","POINT (-73.098991 7.072385)"
"86749","Putumayo","Sibundoy","2,024","187","184","0","0","7","169","87","98","9","1","3","237","0","0","0","0","0","0","0","0","0","371","POINT (-76.917814 1.20026)"
"91798","Amazonas","Tarapacá (Anm)","2,023","3","3","0","0","0","0","0","6","0","0","0","6","0","0","0","0","0","0","0","0","0","6","POINT (-69.741745 -2.890126)"
"15187","Boyacá","Chivatá","2,023","10","2","0","0","0","0","0","7","4","1","0","0","0","0","0","0","0","0","0","0","0","12","POINT (-73.282529 5.558949)"
"86760","Putumayo","Santiago","2,023","26","11","0","0","0","0","0","27","8","2","0","28","0","0","0","0","0","0","0","0","0","37","POINT (-77.002641 1.147076)"
"99001","Vichada","Puerto Carreño","2,023","77","67","0","0","0","102","38","0","4","0","1","4","0","0","0","0","0","0","0","0","0","144","POINT (-67.487095 6.186636)"
"05154","Antioquia","Caucasia","2,026","232","217","0","0","0","324","124","1","0","0","3","3","0","0","0","0","3","0","1","0","0","449","POINT (-75.197996 7.977278)"
"25339","Cundinamarca","Gutiérrez","2,024","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","POINT (-74.003042 4.254679)"
"05125","Antioquia","Caicedo","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.98293 6.405607)"
"13650","Bolívar","San Fernando","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.323867 9.214179)"
"47605","Magdalena","Remolino","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.716172 10.701952)"
"25168","Cundinamarca","Chaguaní","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.593455 4.948916)"
"63212","Quindío","Córdoba","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.687866 4.392485)"
"05858","Antioquia","Vegachí","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.798714 6.773525)"
"13780","Bolívar","Talaigua Nuevo","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.567628 9.304889)"
"15673","Boyacá","San Mateo","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.555264 6.401683)"
"50568","Meta","Puerto Gaitán","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.085275 4.315025)"
"50577","Meta","Puerto Lleras","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.373743 3.269732)"
"23670","Córdoba","San Andrés de Sotavento","2,025","379","323","0","0","0","461","220","11","10","0","0","673","0","0","0","0","7","0","163","0","0","702","POINT (-75.508817 9.145345)"
"68895","Santander","Zapatoca","2,025","287","319","0","0","18","422","164","2","0","0","0","0","0","0","0","0","16","0","375","0","0","606","POINT (-73.268034 6.814387)"
"76364","Valle del Cauca","Jamundí","2,024","11","25","0","0","0","0","0","23","7","6","4","0","0","0","0","0","0","0","0","0","0","36","POINT (-76.539785 3.260449)"
"25258","Cundinamarca","El Peñón","2,024","9","2","0","0","0","0","1","4","6","0","0","1","0","0","0","0","0","0","0","0","0","11","POINT (-74.290207 5.248747)"
"63302","Quindío","Génova","2,024","5","2","0","0","0","0","0","2","4","1","2","0","0","0","0","0","1","0","0","0","0","7","POINT (-75.789584 4.207537)"
"66170","Risaralda","Dosquebradas","2,024","422","466","0","2","9","679","191","8","2","1","5","2","0","0","0","0","13","0","0","0","0","890","POINT (-75.682469 4.8272)"
"15299","Boyacá","Garagoa","2,023","6","1","0","0","0","0","0","3","4","0","0","0","0","0","0","0","4","0","0","0","0","7","POINT (-73.364413 5.083234)"
"19050","Cauca","Argelia","2,023","4","8","0","0","0","0","0","5","6","1","0","0","0","0","0","0","2","0","0","0","0","12","POINT (-77.24905 2.257427)"
"05490","Antioquia","Necoclí","2,026","254","274","0","0","12","174","339","3","0","0","53","101","0","0","0","0","0","0","431","0","0","528","POINT (-76.784588 8.426139)"
"05837","Antioquia","Turbo","2,026","579","640","0","0","175","879","161","3","1","0","432","0","0","0","0","0","4","0","266","0","0","1,219","POINT (-76.725988 8.093955)"
"08433","Atlántico","Malambo","2,026","497","600","0","0","33","732","329","3","0","0","3","88","0","0","0","0","26","0","6","0","0","1,097","POINT (-74.778892 10.851407)"
"44035","La Guajira","Albania","2,026","257","223","0","0","4","246","223","7","0","0","0","248","0","0","0","0","5","0","0","0","0","480","POINT (-72.598522 11.157489)"
"47058","Magdalena","Ariguaní","2,023","3","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-74.236515 9.847048)"
"15106","Boyacá","Briceño","2,023","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-73.92326 5.690879)"
"05206","Antioquia","Concepción","2,023","1","1","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","2","POINT (-75.257587 6.394348)"
"15367","Boyacá","Jenesano","2,024","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","POINT (-73.363738 5.385813)"
"05004","Antioquia","Abriaquí","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.064703 6.631806)"
"68533","Santander","Páramo","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.170394 6.416465)"
"68209","Santander","Confines","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.240554 6.357327)"
"68235","Santander","El Carmen de Chucurí","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.511268 6.697907)"
"23189","Córdoba","Ciénaga de Oro","2,025","1,219","1,216","0","0","38","924","1,411","41","21","0","31","21","0","0","0","0","1","0","558","0","0","2,435","POINT (-75.620807 8.875794)"
"05665","Antioquia","San Pedro de Urabá","2,025","308","358","0","0","1","134","502","14","14","1","155","0","0","0","0","0","1","0","60","0","0","666","POINT (-76.380567 8.276884)"
"19693","Cauca","San Sebastián","2,025","139","148","0","0","18","117","147","4","1","0","91","1","0","0","0","0","1","0","195","0","0","287","POINT (-76.769467 1.838451)"
"47798","Magdalena","Tenerife","2,025","54","65","0","0","11","44","54","2","5","3","3","0","0","0","0","0","0","0","3","0","0","119","POINT (-74.860757 9.897759)"
"18753","Caquetá","San Vicente del Caguán","2,025","956","916","0","0","145","916","785","18","8","0","1","0","0","0","0","0","0","0","1,414","0","0","1,872","POINT (-74.766451 2.11965)"
"47170","Magdalena","Chivolo","2,025","341","386","0","0","24","314","379","9","1","0","0","0","0","0","0","0","0","0","125","0","0","727","POINT (-74.622842 10.026803)"
"54206","Norte de Santander","Convención","2,023","100","86","0","0","0","135","39","11","1","0","1","2","0","0","0","0","1","0","0","0","0","186","POINT (-73.3372 8.470374)"
"54553","Norte de Santander","Puerto Santander","2,023","2","2","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","POINT (-72.411363 8.359993)"
"27615","Chocó","Riosucio","2,026","162","124","0","0","0","104","175","7","0","0","269","3","0","0","0","0","0","0","194","0","0","286","POINT (-77.113156 7.436704)"
"25535","Cundinamarca","Pasca","2,023","3","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-74.302276 4.308979)"
"25743","Cundinamarca","Silvania","2,024","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-74.405534 4.381981)"
"25592","Cundinamarca","Quebradanegra","2,023","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-74.48014 5.118076)"
"19355","Cauca","Inzá","2,025","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","POINT (-76.063503 2.549183)"
"25328","Cundinamarca","Guayabal de Síquima","2,025","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","POINT (-74.467437 4.877968)"
"25594","Cundinamarca","Quetame","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.863214 4.329884)"
"05400","Antioquia","La Unión","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.360874 5.973845)"
"05756","Antioquia","Sonsón","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.309596 5.714851)"
"76670","Valle del Cauca","San Pedro","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.228692 3.995073)"
"17442","Caldas","Marmato","2,025","225","269","0","0","16","300","172","2","4","0","39","41","0","0","0","0","2","0","68","0","0","494","POINT (-75.600049 5.47422)"
"13006","Bolívar","Achí","2,025","509","605","0","0","42","419","629","24","0","0","296","0","0","0","0","0","0","0","1,114","0","0","1,114","POINT (-74.557065 8.569113)"
"68320","Santander","Guadalupe","2,025","255","258","0","0","40","253","219","1","0","0","0","0","0","0","0","0","12","0","346","0","0","513","POINT (-73.419292 6.245847)"
"13160","Bolívar","Cantagallo","2,025","288","223","0","0","11","222","263","10","5","0","0","0","0","0","0","0","0","0","154","0","0","511","POINT (-73.914626 7.378247)"
"25295","Cundinamarca","Gachancipá","2,025","149","121","0","0","0","238","25","2","1","4","0","0","0","0","0","0","0","0","0","0","0","270","POINT (-73.873464 4.990947)"
"52001","Nariño","Pasto","2,024","717","684","0","8","1","693","458","184","67","6","86","8","1","0","0","3","63","0","0","0","0","1,409","POINT (-77.278597 1.212022)"
"76109","Valle del Cauca","Buenaventura","2,024","484","449","0","0","0","505","255","110","60","3","836","1","0","0","0","0","61","0","0","0","0","933","POINT (-77.01074 3.875708)"
"19397","Cauca","La Vega","2,023","5","2","0","0","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","7","POINT (-76.779032 2.001109)"
"47660","Magdalena","Sabanas de San Ángel","2,023","6","2","0","0","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","8","POINT (-74.213958 10.032532)"
"68298","Santander","Gámbita","2,023","16","4","0","0","0","0","0","8","12","0","0","0","0","0","0","0","0","0","0","0","0","20","POINT (-73.344184 5.945981)"
"68307","Santander","Girón","2,023","11","11","0","0","0","0","0","12","8","2","0","0","0","0","0","0","0","0","0","0","0","22","POINT (-73.168257 7.072749)"
"27077","Chocó","Bajo Baudó","2,026","130","137","0","0","19","129","107","12","0","0","223","29","0","0","0","0","0","0","267","0","0","267","POINT (-77.365717 4.954576)"
"66383","Risaralda","La Celia","2,023","1","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","3","POINT (-76.0032 5.002787)"
"63111","Quindío","Buenavista","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.739693 4.360121)"
"05310","Antioquia","Gómez Plata","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.220018 6.683269)"
"15236","Boyacá","Chivor","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.366894 4.887782)"
"25777","Cundinamarca","Supatá","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.235403 5.06162)"
"76233","Valle del Cauca","Dagua","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.68886 3.657318)"
"76834","Valle del Cauca","Tuluá","2,025","212","237","0","0","0","286","157","1","5","0","27","2","0","0","0","0","12","0","0","0","0","449","POINT (-76.19761 4.085335)"
"68432","Santander","Málaga","2,025","771","819","0","2","11","680","862","32","6","1","0","2","0","0","0","0","82","0","142","0","0","1,592","POINT (-72.732089 6.703081)"
"15244","Boyacá","El Cocuy","2,025","252","252","0","0","25","200","273","6","0","0","1","4","0","0","0","0","4","0","130","0","0","504","POINT (-72.444537 6.407738)"
"44855","La Guajira","Urumita","2,025","141","201","0","0","1","187","151","3","0","0","0","0","0","0","0","0","0","0","107","0","0","342","POINT (-73.012507 10.560169)"
"20310","Cesar","González","2,024","4","1","0","0","0","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","5","POINT (-73.38004 8.389604)"
"76243","Valle del Cauca","El Águila","2,024","1","3","0","1","0","0","0","4","1","0","0","0","0","0","0","1","0","0","0","0","0","5","POINT (-76.041317 4.909568)"
"27491","Chocó","Nóvita","2,024","150","167","0","0","7","158","125","14","13","0","316","0","0","0","0","0","0","0","0","0","0","317","POINT (-76.607118 4.956097)"
"50330","Meta","Mesetas","2,024","126","117","0","0","11","195","28","1","8","0","0","2","0","0","0","0","0","0","0","0","0","243","POINT (-74.044519 3.383813)"
"15839","Boyacá","Tutazá","2,024","9","1","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","10","POINT (-72.856035 6.032608)"
"20295","Cesar","Gamarra","2,023","6","9","0","0","0","0","0","13","0","2","1","0","0","0","0","0","0","0","0","0","0","15","POINT (-73.74376 8.320449)"
"44078","La Guajira","Barrancas","2,023","103","110","0","0","164","0","0","2","11","36","5","1","0","0","0","0","0","0","0","0","0","213","POINT (-72.793574 10.958663)"
"27580","Chocó","Río Iró","2,026","148","159","0","0","0","133","157","17","0","0","205","102","0","0","0","0","0","0","307","0","0","307","POINT (-76.472925 5.1863)"
"73483","Tolima","Natagaima","2,023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.093182 3.624324)"
"19533","Cauca","Piamonte","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-76.327892 1.119414)"
"25001","Cundinamarca","Agua de Dios","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.669221 4.375309)"
"68425","Santander","Macaravita","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.593105 6.50658)"
"05107","Antioquia","Briceño","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.54813 7.114883)"
"54377","Norte de Santander","Labateca","2,025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.495983 7.298414)"
"05576","Antioquia","Pueblorrico","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-75.83737 5.792984)"
"25841","Cundinamarca","Ubaque","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.933477 4.483788)"
"52720","Nariño","Sapuyes","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-77.62028 1.037536)"
"68101","Santander","Bolívar","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-73.771346 5.988953)"
"05579","Antioquia","Puerto Berrío","2,025","343","403","0","0","4","488","233","4","9","8","9","2","0","0","0","0","9","0","82","0","0","746","POINT (-74.409962 6.48701)"
"66001","Risaralda","Pereira","2,025","1,919","2,110","0","0","89","2,151","1,760","26","3","0","139","24","0","0","0","0","194","0","1","0","0","4,029","POINT (-75.71715 4.805492)"
"76520","Valle del Cauca","Palmira","2,025","347","164","0","0","20","376","87","2","25","1","71","105","0","0","0","0","12","0","0","0","0","511","POINT (-76.298568 3.532355)"
"17486","Caldas","Neira","2,025","465","495","0","0","75","481","389","15","0","0","0","1","0","0","0","0","77","0","141","0","0","960","POINT (-75.519886 5.166799)"
"25875","Cundinamarca","Villeta","2,025","134","134","0","0","12","124","130","0","1","1","0","0","0","0","0","0","2","0","0","0","0","268","POINT (-74.469686 5.012754)"
"27050","Chocó","Atrato","2,024","205","157","0","0","1","145","181","11","18","6","356","6","0","0","0","0","0","0","0","0","0","362","POINT (-76.635674 5.531419)"
"54720","Norte de Santander","Sardinata","2,024","625","586","0","0","13","471","681","29","9","8","1","0","0","0","0","0","11","0","0","0","0","1,211","POINT (-72.800577 8.082105)"
"47675","Magdalena","Salamina","2,024","160","181","0","0","7","97","221","14","2","0","0","0","0","0","0","0","0","0","0","0","0","341","POINT (-74.794189 10.491229)"
"68320","Santander","Guadalupe","2,023","5","4","0","0","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","9","POINT (-73.419292 6.245847)"
"25269","Cundinamarca","Facatativá","2,023","16","9","0","0","0","1","0","13","11","0","1","0","1","0","0","0","0","0","0","0","0","25","POINT (-74.350151 4.812987)"
"66001","Risaralda","Pereira","2,023","115","111","2","0","0","69","68","54","33","4","11","10","0","0","0","0","16","0","0","0","0","228","POINT (-75.71715 4.805492)"
"44650","La Guajira","San Juan del Cesar","2,026","256","224","0","0","0","243","228","9","0","0","0","241","0","0","0","0","0","0","0","0","0","480","POINT (-73.000629 10.769546)"
"70001","Sucre","Sincelejo","2,026","956","1,060","0","0","6","1,322","652","34","2","0","10","198","0","0","0","0","29","0","362","0","0","2,016","POINT (-75.395445 9.302322)"
"85300","Casanare","Sabanalarga","2,023","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","POINT (-73.038696 4.854787)"
"25662","Cundinamarca","San Juan de Rioseco","2,024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-74.621919 4.847575)"
"44430","La Guajira","Maicao","2,026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","POINT (-72.241861 11.378319)"
"52260","Nariño","El Tambo","2,025","118","134","0","1","0","168","81","2","2","0","18","5","0","0","0","0","4","0","1","0","0","253","POINT (-77.390774 1.407914)"
"20295","Cesar","Gamarra","2,025","97","83","0","0","0","120","59","0","1","0","0","0","0","0","0","0","3","0","0","0","0","180","POINT (-73.74376 8.320449)"
"52838","Nariño","Túquerres","2,024","327","378","0","0","1","286","382","12","21","3","0","8","0","0","0","0","1","0","0","0","0","705","POINT (-77.61672 1.085044)"
"86573","Putumayo","Puerto Leguízamo","2,024","110","116","0","0","0","10","212","1","3","0","7","34","0","0","0","0","0","0","0","0","0","226","POINT (-74.782473 -0.190921)"
"41770","Huila","Suaza","2,024","162","170","0","0","0","209","120","2","1","0","0","1","0","0","0","0","0","0","0","0","0","332","POINT (-75.79525 1.976051)"
